workload,share_rate,acl_mix,policy,kv_gib,num_blocks,concurrency,requests,prompt_tokens,cached_tokens,cached_pct,recomputed_tokens,evictions,stalls,max_table_size,unauthorized_hits,probe_requests,probe_unauthorized_hits,probe_cached_tokens,mean_prompt_tokens,wall_s
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B5,4,4681,4,400,601845,73568,12.22,528277,29364,0,4678,0,87,0,12928,1504.6,0.83
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B5,4,4681,16,400,601845,73568,12.22,528277,29376,0,4667,0,87,0,12928,1504.6,0.98
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB,1,1170,4,400,601845,36448,6.06,565397,35195,0,1167,0,87,7183,130880,1504.6,0.21
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB,1,1170,16,400,601845,36112,6.0,565733,35222,389,1161,0,87,7183,130880,1504.6,0.36
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB,2,2340,4,400,601845,51728,8.59,550117,33070,0,2337,0,87,7183,130880,1504.6,0.51
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB,2,2340,16,400,601845,51376,8.54,550469,33104,0,2326,0,87,7183,130880,1504.6,0.65
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB,4,4681,4,400,601845,68608,11.4,533237,29674,0,4678,0,87,7183,130880,1504.6,0.8
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB,4,4681,16,400,601845,68416,11.37,533429,29698,0,4667,0,87,7183,130880,1504.6,0.96
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB-order,1,1170,4,400,601845,30816,5.12,571029,35547,0,1167,0,87,3581,130880,1504.6,0.21
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB-order,1,1170,16,400,601845,30720,5.1,571125,35559,389,1161,0,87,3581,130880,1504.6,0.35
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB-order,2,2340,4,400,601845,39040,6.49,562805,33863,0,2337,0,87,3581,130880,1504.6,0.5
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB-order,2,2340,16,400,601845,39008,6.48,562837,33877,0,2326,0,87,3581,130880,1504.6,0.64
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB-order,4,4681,4,400,601845,48272,8.02,553573,30945,0,4678,0,87,3581,130880,1504.6,0.79
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB-order,4,4681,16,400,601845,48096,7.99,553749,30968,0,4667,0,87,3581,130880,1504.6,0.95
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB-reuse,1,1170,4,400,601845,61584,10.23,540261,33624,0,1167,0,87,3581,130880,1504.6,0.21
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB-reuse,1,1170,16,400,601845,61584,10.23,540261,33631,388,1160,0,87,3581,130880,1504.6,0.36
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB-reuse,2,2340,4,400,601845,67216,11.17,534629,32102,0,2337,0,87,3581,130880,1504.6,0.5
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB-reuse,2,2340,16,400,601845,67040,11.14,534805,32125,0,2326,0,87,3581,130880,1504.6,0.65
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB-reuse,4,4681,4,400,601845,73568,12.22,528277,29364,0,4678,0,87,3581,130880,1504.6,0.8
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,UB-reuse,4,4681,16,400,601845,73568,12.22,528277,29376,0,4667,0,87,3581,130880,1504.6,0.94
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B0,1,1170,4,400,817934,0,0.0,817934,50963,0,1167,0,79,0,5120,2044.8,0.42
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B0,1,1170,16,400,817934,0,0.0,817934,50966,392,1166,0,79,0,5120,2044.8,0.61
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B0,2,2340,4,400,817934,0,0.0,817934,49793,0,2337,0,79,0,5888,2044.8,0.81
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B0,2,2340,16,400,817934,0,0.0,817934,49805,46,2327,0,79,0,5888,2044.8,1.0
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B0,4,4681,4,400,817934,0,0.0,817934,47452,0,4678,0,79,0,6336,2044.8,1.19
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B0,4,4681,16,400,817934,0,0.0,817934,47464,0,4667,0,79,0,6336,2044.8,1.39
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B1,1,1170,4,400,817934,17952,2.19,799982,49841,0,1167,0,79,0,5120,2044.8,0.24
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B1,1,1170,16,400,817934,17888,2.19,800046,49848,392,1165,0,79,0,5120,2044.8,0.43
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B1,2,2340,4,400,817934,28864,3.53,789070,47989,0,2337,0,79,0,5888,2044.8,0.63
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B1,2,2340,16,400,817934,28800,3.52,789134,48005,19,2326,0,79,0,5888,2044.8,0.82
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B1,4,4681,4,400,817934,49344,6.03,768590,44368,0,4678,0,79,0,6336,2044.8,1.02
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B1,4,4681,16,400,817934,49152,6.01,768782,44392,0,4667,0,79,0,6336,2044.8,1.23
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B2,1,1170,4,400,817934,36400,4.45,781534,48688,0,1167,0,79,0,5184,2044.8,0.24
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B2,1,1170,16,400,817934,36400,4.45,781534,48691,392,1165,0,79,0,5120,2044.8,0.44
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B2,2,2340,4,400,817934,44560,5.45,773374,47008,0,2337,0,79,0,5888,2044.8,0.63
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B2,2,2340,16,400,817934,44560,5.45,773374,47020,4,2326,0,79,0,5888,2044.8,0.83
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B2,4,4681,4,400,817934,62816,7.68,755118,43526,0,4678,0,79,0,6336,2044.8,1.03
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B2,4,4681,16,400,817934,62704,7.67,755230,43545,0,4667,0,79,0,6336,2044.8,1.23
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B3,1,1170,4,400,817934,45792,5.6,772142,48101,0,1167,0,79,0,5248,2044.8,0.25
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B3,1,1170,16,400,817934,45792,5.6,772142,48104,392,1165,0,79,0,5184,2044.8,0.44
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B3,2,2340,4,400,817934,57408,7.02,760526,46205,0,2337,0,79,0,5888,2044.8,0.64
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B3,2,2340,16,400,817934,57408,7.02,760526,46217,4,2326,0,79,0,5888,2044.8,0.84
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B3,4,4681,4,400,817934,83392,10.2,734542,42240,0,4678,0,79,0,6336,2044.8,1.05
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B3,4,4681,16,400,817934,83008,10.15,734926,42276,0,4667,0,79,0,6336,2044.8,1.25
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B4,1,1170,4,400,817934,45056,5.51,772878,48147,0,1167,0,79,0,5024,2044.8,0.25
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B4,1,1170,16,400,817934,45056,5.51,772878,48150,392,1165,0,79,0,4960,2044.8,0.45
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B4,2,2340,4,400,817934,57840,7.07,760094,46178,0,2337,0,79,0,5824,2044.8,0.64
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B4,2,2340,16,400,817934,57840,7.07,760094,46190,3,2326,0,79,0,5824,2044.8,0.84
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B4,4,4681,4,400,817934,80560,9.85,737374,42417,0,4678,0,79,0,7600,2044.8,1.04
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B4,4,4681,16,400,817934,80176,9.8,737758,42453,0,4667,0,79,0,7600,2044.8,1.23
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B5,1,1170,4,400,817934,328080,40.11,489854,30458,0,1167,0,79,0,51696,2044.8,0.25
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B5,1,1170,16,400,817934,327904,40.09,490030,30478,386,1161,0,79,0,51696,2044.8,0.44
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B5,2,2340,4,400,817934,337232,41.23,480702,28716,0,2337,0,79,0,60480,2044.8,0.64
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B5,2,2340,16,400,817934,337200,41.23,480734,28730,0,2326,0,79,0,60336,2044.8,0.83
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B5,4,4681,4,400,817934,343712,42.02,474222,25970,0,4678,0,79,0,61968,2044.8,1.02
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,B5,4,4681,16,400,817934,343712,42.02,474222,25982,0,4667,0,79,0,61968,2044.8,1.21
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB,1,1170,4,400,817934,45792,5.6,772142,48101,0,1167,0,79,8132,162144,2044.8,0.24
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB,1,1170,16,400,817934,45792,5.6,772142,48104,392,1165,0,79,8132,162144,2044.8,0.43
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB,2,2340,4,400,817934,57408,7.02,760526,46205,0,2337,0,79,8132,162144,2044.8,0.63
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB,2,2340,16,400,817934,57408,7.02,760526,46217,4,2326,0,79,8132,162144,2044.8,0.83
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB,4,4681,4,400,817934,83392,10.2,734542,42240,0,4678,0,79,8132,162144,2044.8,1.03
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB,4,4681,16,400,817934,83008,10.15,734926,42276,0,4667,0,79,8132,162144,2044.8,1.22
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB-order,1,1170,4,400,817934,45056,5.51,772878,48147,0,1167,0,79,1474,162144,2044.8,0.24
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB-order,1,1170,16,400,817934,45056,5.51,772878,48150,392,1165,0,79,1474,162144,2044.8,0.44
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB-order,2,2340,4,400,817934,57840,7.07,760094,46178,0,2337,0,79,1474,162144,2044.8,0.63
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB-order,2,2340,16,400,817934,57840,7.07,760094,46190,3,2326,0,79,1474,162144,2044.8,0.82
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB-order,4,4681,4,400,817934,80560,9.85,737374,42417,0,4678,0,79,1474,162144,2044.8,1.02
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB-order,4,4681,16,400,817934,80176,9.8,737758,42453,0,4667,0,79,1474,162144,2044.8,1.21
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB-reuse,1,1170,4,400,817934,328080,40.11,489854,30458,0,1167,0,79,1474,162144,2044.8,0.23
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB-reuse,1,1170,16,400,817934,327904,40.09,490030,30478,386,1161,0,79,1474,162144,2044.8,0.42
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB-reuse,2,2340,4,400,817934,337232,41.23,480702,28716,0,2337,0,79,1474,162144,2044.8,0.6
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB-reuse,2,2340,16,400,817934,337200,41.23,480734,28730,0,2326,0,79,1474,162144,2044.8,0.78
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB-reuse,4,4681,4,400,817934,343712,42.02,474222,25970,0,4678,0,79,1474,162144,2044.8,0.97
w_share0.50_mix-default_u20_s0,0.5,0.50/0.30/0.20,UB-reuse,4,4681,16,400,817934,343712,42.02,474222,25982,0,4667,0,79,1474,162144,2044.8,1.15
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B0,1,1170,4,400,564507,0,0.0,564507,35143,0,1166,0,61,0,4176,1411.3,0.34
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B0,1,1170,16,400,564507,0,0.0,564507,35150,388,1161,0,61,0,4176,1411.3,0.47
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B0,2,2340,4,400,564507,0,0.0,564507,33973,0,2336,0,61,0,4640,1411.3,0.61
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B0,2,2340,16,400,564507,0,0.0,564507,33985,0,2325,0,61,0,4640,1411.3,0.74
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B0,4,4681,4,400,564507,0,0.0,564507,31632,0,4677,0,61,0,6384,1411.3,0.88
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B0,4,4681,16,400,564507,0,0.0,564507,31644,0,4666,0,61,0,6384,1411.3,1.01
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B1,1,1170,4,400,564507,16224,2.87,548283,34129,0,1166,0,61,0,4176,1411.3,0.17
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B1,1,1170,16,400,564507,16224,2.87,548283,34136,388,1161,0,61,0,4176,1411.3,0.31
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B1,2,2340,4,400,564507,23552,4.17,540955,32501,0,2336,0,61,0,4640,1411.3,0.44
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B1,2,2340,16,400,564507,23552,4.17,540955,32513,0,2325,0,61,0,4640,1411.3,0.59
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B1,4,4681,4,400,564507,30000,5.31,534507,29757,0,4677,0,61,0,6384,1411.3,0.72
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B1,4,4681,16,400,564507,30000,5.31,534507,29769,0,4666,0,61,0,6384,1411.3,0.86
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B2,1,1170,4,400,564507,37008,6.56,527499,32830,0,1166,0,61,0,4176,1411.3,0.17
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B2,1,1170,16,400,564507,36912,6.54,527595,32843,388,1160,0,61,0,4176,1411.3,0.31
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B2,2,2340,4,400,564507,52768,9.35,511739,30675,0,2336,0,61,0,4640,1411.3,0.45
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B2,2,2340,16,400,564507,52400,9.28,512107,30710,0,2325,0,61,0,4640,1411.3,0.58
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B2,4,4681,4,400,564507,67040,11.88,497467,27442,0,4677,0,61,0,6384,1411.3,0.72
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B2,4,4681,16,400,564507,67040,11.88,497467,27454,0,4666,0,61,0,6384,1411.3,0.86
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B3,1,1170,4,400,564507,41856,7.41,522651,32527,0,1166,0,61,0,4176,1411.3,0.18
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B3,1,1170,16,400,564507,41760,7.4,522747,32540,388,1160,0,61,0,4176,1411.3,0.32
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B3,2,2340,4,400,564507,61136,10.83,503371,30152,0,2336,0,61,0,4640,1411.3,0.46
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B3,2,2340,16,400,564507,60832,10.78,503675,30183,0,2325,0,61,0,4640,1411.3,0.6
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B3,4,4681,4,400,564507,84016,14.88,480491,26381,0,4677,0,61,0,6384,1411.3,0.74
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B3,4,4681,16,400,564507,84016,14.88,480491,26393,0,4666,0,61,0,6384,1411.3,0.88
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B4,1,1170,4,400,564507,41744,7.39,522763,32534,0,1166,0,61,0,4016,1411.3,0.19
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B4,1,1170,16,400,564507,41600,7.37,522907,32550,388,1160,0,61,0,4016,1411.3,0.32
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B4,2,2340,4,400,564507,62704,11.11,501803,30054,0,2336,0,61,0,4848,1411.3,0.46
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B4,2,2340,16,400,564507,62368,11.05,502139,30087,0,2325,0,61,0,4848,1411.3,0.59
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B4,4,4681,4,400,564507,86192,15.27,478315,26245,0,4677,0,61,0,6368,1411.3,0.73
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B4,4,4681,16,400,564507,86192,15.27,478315,26257,0,4666,0,61,0,6368,1411.3,0.87
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B5,1,1170,4,400,564507,93920,16.64,470587,29273,0,1166,0,61,0,7648,1411.3,0.2
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B5,1,1170,16,400,564507,93456,16.56,471051,29311,386,1160,0,61,0,7648,1411.3,0.33
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B5,2,2340,4,400,564507,105744,18.73,458763,27364,0,2336,0,61,0,10000,1411.3,0.47
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B5,2,2340,16,400,564507,105648,18.72,458859,27382,0,2325,0,61,0,10000,1411.3,0.6
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B5,4,4681,4,400,564507,114416,20.27,450091,24481,0,4677,0,61,0,12048,1411.3,0.74
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,B5,4,4681,16,400,564507,114416,20.27,450091,24493,0,4666,0,61,0,12048,1411.3,0.88
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB,1,1170,4,400,564507,41856,7.41,522651,32527,0,1166,0,61,3804,88416,1411.3,0.17
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB,1,1170,16,400,564507,41760,7.4,522747,32540,388,1160,0,61,3804,88416,1411.3,0.31
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB,2,2340,4,400,564507,61136,10.83,503371,30152,0,2336,0,61,3804,88416,1411.3,0.44
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB,2,2340,16,400,564507,60832,10.78,503675,30183,0,2325,0,61,3804,88416,1411.3,0.58
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB,4,4681,4,400,564507,84016,14.88,480491,26381,0,4677,0,61,3804,88416,1411.3,0.71
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB,4,4681,16,400,564507,84016,14.88,480491,26393,0,4666,0,61,3804,88416,1411.3,0.85
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB-order,1,1170,4,400,564507,41744,7.39,522763,32534,0,1166,0,61,758,88416,1411.3,0.19
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB-order,1,1170,16,400,564507,41600,7.37,522907,32550,388,1160,0,61,758,88416,1411.3,0.32
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB-order,2,2340,4,400,564507,62704,11.11,501803,30054,0,2336,0,61,758,88416,1411.3,0.45
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB-order,2,2340,16,400,564507,62368,11.05,502139,30087,0,2325,0,61,758,88416,1411.3,0.59
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB-order,4,4681,4,400,564507,86192,15.27,478315,26245,0,4677,0,61,758,88416,1411.3,0.72
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB-order,4,4681,16,400,564507,86192,15.27,478315,26257,0,4666,0,61,758,88416,1411.3,0.85
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB-reuse,1,1170,4,400,564507,93920,16.64,470587,29273,0,1166,0,61,758,88416,1411.3,0.18
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB-reuse,1,1170,16,400,564507,93456,16.56,471051,29311,386,1160,0,61,758,88416,1411.3,0.31
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB-reuse,2,2340,4,400,564507,105744,18.73,458763,27364,0,2336,0,61,758,88416,1411.3,0.44
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB-reuse,2,2340,16,400,564507,105648,18.72,458859,27382,0,2325,0,61,758,88416,1411.3,0.58
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB-reuse,4,4681,4,400,564507,114416,20.27,450091,24481,0,4677,0,61,758,88416,1411.3,0.71
w_share0.50_mix-open_u20_s0,0.5,0.80/0.15/0.05,UB-reuse,4,4681,16,400,564507,114416,20.27,450091,24493,0,4666,0,61,758,88416,1411.3,0.84
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B0,1,1170,4,400,590880,0,0.0,590880,36792,0,1167,0,89,0,6160,1477.2,0.41
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B0,1,1170,16,400,590880,0,0.0,590880,36799,388,1162,0,89,0,6160,1477.2,0.55
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B0,2,2340,4,400,590880,0,0.0,590880,35622,0,2337,0,89,0,6992,1477.2,0.7
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B0,2,2340,16,400,590880,0,0.0,590880,35634,0,2327,0,89,0,6992,1477.2,0.84
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B0,4,4681,4,400,590880,0,0.0,590880,33281,0,4678,0,89,0,7280,1477.2,0.99
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B0,4,4681,16,400,590880,0,0.0,590880,33293,0,4667,0,89,0,7264,1477.2,1.13
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B1,1,1170,4,400,590880,19632,3.32,571248,35565,0,1167,0,89,0,6160,1477.2,0.2
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B1,1,1170,16,400,590880,19584,3.31,571296,35575,388,1162,0,89,0,6160,1477.2,0.35
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B1,2,2340,4,400,590880,34064,5.76,556816,33493,0,2337,0,89,0,6992,1477.2,0.49
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B1,2,2340,16,400,590880,34064,5.76,556816,33505,0,2327,0,89,0,6992,1477.2,0.64
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B1,4,4681,4,400,590880,57024,9.65,533856,29717,0,4678,0,89,0,8336,1477.2,0.78
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B1,4,4681,16,400,590880,57024,9.65,533856,29729,0,4667,0,89,0,8336,1477.2,0.93
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B2,1,1170,4,400,590880,34416,5.82,556464,34641,0,1167,0,89,0,6160,1477.2,0.19
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B2,1,1170,16,400,590880,34416,5.82,556464,34649,387,1162,0,89,0,6160,1477.2,0.34
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B2,2,2340,4,400,590880,43152,7.3,547728,32925,0,2337,0,89,0,6992,1477.2,0.49
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B2,2,2340,16,400,590880,43152,7.3,547728,32937,0,2326,0,89,0,6992,1477.2,0.63
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B2,4,4681,4,400,590880,62640,10.6,528240,29366,0,4678,0,89,0,8336,1477.2,0.78
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B2,4,4681,16,400,590880,62544,10.58,528336,29384,0,4667,0,89,0,8336,1477.2,0.94
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B3,1,1170,4,400,590880,36672,6.21,554208,34500,0,1167,0,89,0,6160,1477.2,0.2
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B3,1,1170,16,400,590880,36672,6.21,554208,34508,387,1162,0,89,0,6160,1477.2,0.34
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B3,2,2340,4,400,590880,48272,8.17,542608,32605,0,2337,0,89,0,6992,1477.2,0.49
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B3,2,2340,16,400,590880,48272,8.17,542608,32617,0,2326,0,89,0,6992,1477.2,0.64
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B3,4,4681,4,400,590880,75344,12.75,515536,28572,0,4678,0,89,0,8336,1477.2,0.79
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B3,4,4681,16,400,590880,75136,12.72,515744,28597,0,4667,0,89,0,8336,1477.2,0.94
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B4,1,1170,4,400,590880,33056,5.59,557824,34726,0,1167,0,89,0,6080,1477.2,0.21
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B4,1,1170,16,400,590880,33056,5.59,557824,34734,387,1162,0,89,0,6080,1477.2,0.36
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B4,2,2340,4,400,590880,41056,6.95,549824,33056,0,2337,0,89,0,6608,1477.2,0.51
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B4,2,2340,16,400,590880,41056,6.95,549824,33068,0,2327,0,89,0,6608,1477.2,0.66
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B4,4,4681,4,400,590880,56160,9.5,534720,29771,0,4678,0,89,0,7152,1477.2,0.82
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B4,4,4681,16,400,590880,56144,9.5,534736,29784,0,4667,0,89,0,7152,1477.2,0.97
w_share0.50_mix-restrictive_u20_s0,0.5,0.20/0.40/0.40,B5,1,1170,4,400,590880,95728,16.2,495152,30809,0,1167,0,89,0,16944,1477.2,0.21
