workload,share_rate,acl_mix,policy,kv_gib,num_blocks,concurrency,requests,prompt_tokens,cached_tokens,cached_pct,recomputed_tokens,evictions,stalls,max_table_size,unauthorized_hits,probe_requests,probe_unauthorized_hits,probe_cached_tokens,mean_prompt_tokens,wall_s
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB,1,1170,16,400,601503,39520,6.57,561983,34988,388,1161,0,89,6989,134176,1503.8,0.35
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB,2,2340,4,400,601503,55456,9.22,546047,32815,0,2337,0,89,6989,134176,1503.8,0.5
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB,2,2340,16,400,601503,55072,9.16,546431,32851,0,2327,0,89,6989,134176,1503.8,0.65
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB,4,4681,4,400,601503,76928,12.79,524575,29132,0,4678,0,89,6989,134176,1503.8,0.8
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB,4,4681,16,400,601503,76736,12.76,524767,29156,0,4668,0,89,6989,134176,1503.8,0.95
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB-order,1,1170,4,400,601503,34112,5.67,567391,35319,0,1167,0,89,3250,134176,1503.8,0.22
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB-order,1,1170,16,400,601503,34112,5.67,567391,35326,388,1161,0,89,3250,134176,1503.8,0.36
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB-order,2,2340,4,400,601503,42016,6.99,559487,33655,0,2337,0,89,3250,134176,1503.8,0.51
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB-order,2,2340,16,400,601503,41840,6.96,559663,33678,0,2327,0,89,3250,134176,1503.8,0.66
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB-order,4,4681,4,400,601503,53088,8.83,548415,30622,0,4678,0,89,3250,134176,1503.8,0.82
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB-order,4,4681,16,400,601503,52960,8.8,548543,30642,0,4668,0,89,3250,134176,1503.8,0.96
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB-reuse,1,1170,4,400,601503,30224,5.02,571279,35562,0,1167,0,89,3250,134176,1503.8,0.22
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB-reuse,1,1170,16,400,601503,30224,5.02,571279,35569,388,1161,0,89,3250,134176,1503.8,0.36
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB-reuse,2,2340,4,400,601503,38128,6.34,563375,33898,0,2337,0,89,3250,134176,1503.8,0.51
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB-reuse,2,2340,16,400,601503,37952,6.31,563551,33921,0,2327,0,89,3250,134176,1503.8,0.66
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB-reuse,4,4681,4,400,601503,48256,8.02,553247,30924,0,4678,0,89,3250,134176,1503.8,0.81
w_share0.00_mix-restrictive_u20_s0,0.0,0.20/0.40/0.40,UB-reuse,4,4681,16,400,601503,48256,8.02,553247,30936,0,4668,0,89,3250,134176,1503.8,0.95
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B0,1,1170,4,400,756322,0,0.0,756322,47101,0,1167,0,81,0,4544,1890.8,0.5
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B0,1,1170,16,400,756322,0,0.0,756322,47105,391,1163,0,81,0,4544,1890.8,0.68
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B0,2,2340,4,400,756322,0,0.0,756322,45931,0,2337,0,81,0,5632,1890.8,0.86
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B0,2,2340,16,400,756322,0,0.0,756322,45943,0,2326,0,81,0,5632,1890.8,1.04
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B0,4,4681,4,400,756322,0,0.0,756322,43590,0,4678,0,81,0,5696,1890.8,1.22
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B0,4,4681,16,400,756322,0,0.0,756322,43602,0,4667,0,81,0,5696,1890.8,1.4
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B1,1,1170,4,400,756322,14752,1.95,741570,46179,0,1167,0,81,0,4544,1890.8,0.23
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B1,1,1170,16,400,756322,14704,1.94,741618,46186,391,1163,0,81,0,4544,1890.8,0.41
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B1,2,2340,4,400,756322,22496,2.97,733826,44525,0,2337,0,81,0,5632,1890.8,0.59
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B1,2,2340,16,400,756322,22432,2.97,733890,44541,0,2326,0,81,0,5632,1890.8,0.77
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B1,4,4681,4,400,756322,45904,6.07,710418,40721,0,4678,0,81,0,5696,1890.8,0.97
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B1,4,4681,16,400,756322,45904,6.07,710418,40733,0,4667,0,81,0,5696,1890.8,1.16
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B2,1,1170,4,400,756322,32624,4.31,723698,45062,0,1167,0,81,0,4544,1890.8,0.23
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B2,1,1170,16,400,756322,32624,4.31,723698,45066,391,1163,0,81,0,4544,1890.8,0.42
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B2,2,2340,4,400,756322,38496,5.09,717826,43525,0,2337,0,81,0,5632,1890.8,0.6
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B2,2,2340,16,400,756322,38496,5.09,717826,43537,0,2326,0,81,0,5632,1890.8,0.78
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B2,4,4681,4,400,756322,64624,8.54,691698,39551,0,4678,0,81,0,5696,1890.8,0.97
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B2,4,4681,16,400,756322,64624,8.54,691698,39563,0,4667,0,81,0,5696,1890.8,1.15
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B3,1,1170,4,400,756322,37184,4.92,719138,44777,0,1167,0,81,0,4544,1890.8,0.24
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B3,1,1170,16,400,756322,37184,4.92,719138,44781,391,1163,0,81,0,4544,1890.8,0.43
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B3,2,2340,4,400,756322,51456,6.8,704866,42715,0,2337,0,81,0,5632,1890.8,0.61
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B3,2,2340,16,400,756322,51280,6.78,705042,42738,0,2326,0,81,0,5632,1890.8,0.8
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B3,4,4681,4,400,756322,91280,12.07,665042,37885,0,4678,0,81,0,5696,1890.8,0.99
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B3,4,4681,16,400,756322,91280,12.07,665042,37897,0,4667,0,81,0,5696,1890.8,1.17
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B4,1,1170,4,400,756322,39680,5.25,716642,44621,0,1167,0,81,0,4544,1890.8,0.25
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B4,1,1170,16,400,756322,39680,5.25,716642,44625,391,1163,0,81,0,4544,1890.8,0.43
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B4,2,2340,4,400,756322,53408,7.06,702914,42593,0,2337,0,81,0,5472,1890.8,0.62
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B4,2,2340,16,400,756322,53408,7.06,702914,42605,0,2326,0,81,0,5472,1890.8,0.8
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B4,4,4681,4,400,756322,89888,11.88,666434,37972,0,4678,0,81,0,5536,1890.8,0.99
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B4,4,4681,16,400,756322,89888,11.88,666434,37984,0,4667,0,81,0,5536,1890.8,1.17
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B5,1,1170,4,400,756322,214944,28.42,541378,33667,0,1167,0,81,0,34096,1890.8,0.25
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B5,1,1170,16,400,756322,214736,28.39,541586,33687,388,1161,0,81,0,33968,1890.8,0.43
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B5,2,2340,4,400,756322,221328,29.26,534994,32098,0,2337,0,81,0,38880,1890.8,0.61
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B5,2,2340,16,400,756322,221136,29.24,535186,32122,0,2326,0,81,0,38880,1890.8,0.79
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B5,4,4681,4,400,756322,231328,30.59,524994,29132,0,4678,0,81,0,43424,1890.8,0.97
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,B5,4,4681,16,400,756322,231328,30.59,524994,29144,0,4667,0,81,0,43424,1890.8,1.15
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB,1,1170,4,400,756322,37184,4.92,719138,44777,0,1167,0,81,6975,154096,1890.8,0.23
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB,1,1170,16,400,756322,37184,4.92,719138,44781,391,1163,0,81,6975,154096,1890.8,0.41
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB,2,2340,4,400,756322,51456,6.8,704866,42715,0,2337,0,81,6975,154096,1890.8,0.6
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB,2,2340,16,400,756322,51280,6.78,705042,42738,0,2326,0,81,6975,154096,1890.8,0.78
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB,4,4681,4,400,756322,91280,12.07,665042,37885,0,4678,0,81,6975,154096,1890.8,0.97
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB,4,4681,16,400,756322,91280,12.07,665042,37897,0,4667,0,81,6975,154096,1890.8,1.17
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB-order,1,1170,4,400,756322,39680,5.25,716642,44621,0,1167,0,81,1556,154096,1890.8,0.23
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB-order,1,1170,16,400,756322,39680,5.25,716642,44625,391,1163,0,81,1556,154096,1890.8,0.41
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB-order,2,2340,4,400,756322,53408,7.06,702914,42593,0,2337,0,81,1556,154096,1890.8,0.59
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB-order,2,2340,16,400,756322,53408,7.06,702914,42605,0,2326,0,81,1556,154096,1890.8,0.77
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB-order,4,4681,4,400,756322,89888,11.88,666434,37972,0,4678,0,81,1556,154096,1890.8,0.95
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB-order,4,4681,16,400,756322,89888,11.88,666434,37984,0,4667,0,81,1556,154096,1890.8,1.13
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB-reuse,1,1170,4,400,756322,214944,28.42,541378,33667,0,1167,0,81,1556,154096,1890.8,0.23
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB-reuse,1,1170,16,400,756322,214736,28.39,541586,33687,388,1161,0,81,1556,154096,1890.8,0.4
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB-reuse,2,2340,4,400,756322,221328,29.26,534994,32098,0,2337,0,81,1556,154096,1890.8,0.58
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB-reuse,2,2340,16,400,756322,221136,29.24,535186,32122,0,2326,0,81,1556,154096,1890.8,0.75
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB-reuse,4,4681,4,400,756322,231328,30.59,524994,29132,0,4678,0,81,1556,154096,1890.8,0.92
w_share0.25_mix-default_u20_s0,0.25,0.50/0.30/0.20,UB-reuse,4,4681,16,400,756322,231328,30.59,524994,29144,0,4667,0,81,1556,154096,1890.8,1.11
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B0,1,1170,4,400,586535,0,0.0,586535,36506,0,1167,0,63,0,3456,1466.3,0.41
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B0,1,1170,16,400,586535,0,0.0,586535,36513,388,1162,0,63,0,3456,1466.3,0.55
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B0,2,2340,4,400,586535,0,0.0,586535,35336,0,2337,0,63,0,5440,1466.3,0.69
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B0,2,2340,16,400,586535,0,0.0,586535,35348,0,2326,0,63,0,5440,1466.3,0.82
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B0,4,4681,4,400,586535,0,0.0,586535,32995,0,4678,0,63,0,6240,1466.3,0.96
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B0,4,4681,16,400,586535,0,0.0,586535,33007,0,4667,0,63,0,6240,1466.3,1.1
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B1,1,1170,4,400,586535,16896,2.88,569639,35450,0,1167,0,63,0,3488,1466.3,0.2
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B1,1,1170,16,400,586535,16880,2.88,569655,35458,388,1162,0,63,0,3456,1466.3,0.34
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B1,2,2340,4,400,586535,26608,4.54,559927,33673,0,2337,0,63,0,5440,1466.3,0.48
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B1,2,2340,16,400,586535,26592,4.53,559943,33686,0,2326,0,63,0,5440,1466.3,0.62
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B1,4,4681,4,400,586535,36736,6.26,549799,30699,0,4678,0,63,0,6240,1466.3,0.76
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B1,4,4681,16,400,586535,36736,6.26,549799,30711,0,4667,0,63,0,6240,1466.3,0.9
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B2,1,1170,4,400,586535,42752,7.29,543783,33834,0,1167,0,63,0,3648,1466.3,0.19
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B2,1,1170,16,400,586535,42496,7.25,544039,33857,388,1161,0,63,0,3648,1466.3,0.32
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B2,2,2340,4,400,586535,61552,10.49,524983,31489,0,2337,0,63,0,5440,1466.3,0.46
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B2,2,2340,16,400,586535,60816,10.37,525719,31547,0,2326,0,63,0,5440,1466.3,0.6
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B2,4,4681,4,400,586535,92096,15.7,494439,27239,0,4678,0,63,0,6240,1466.3,0.75
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B2,4,4681,16,400,586535,92096,15.7,494439,27251,0,4667,0,63,0,6240,1466.3,0.89
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B3,1,1170,4,400,586535,50032,8.53,536503,33379,0,1167,0,63,0,3648,1466.3,0.2
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B3,1,1170,16,400,586535,49648,8.46,536887,33410,388,1161,0,63,0,3648,1466.3,0.34
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B3,2,2340,4,400,586535,71504,12.19,515031,30867,0,2337,0,63,0,5440,1466.3,0.48
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B3,2,2340,16,400,586535,71152,12.13,515383,30901,0,2326,0,63,0,5440,1466.3,0.62
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B3,4,4681,4,400,586535,113008,19.27,473527,25932,0,4678,0,63,0,6240,1466.3,0.76
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B3,4,4681,16,400,586535,112720,19.22,473815,25962,0,4667,0,63,0,6240,1466.3,0.9
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B4,1,1170,4,400,586535,52128,8.89,534407,33248,0,1167,0,63,0,3648,1466.3,0.2
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B4,1,1170,16,400,586535,51744,8.82,534791,33279,388,1161,0,63,0,3648,1466.3,0.34
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B4,2,2340,4,400,586535,80512,13.73,506023,30304,0,2337,0,63,0,5184,1466.3,0.48
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B4,2,2340,16,400,586535,80160,13.67,506375,30338,0,2326,0,63,0,5184,1466.3,0.62
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B4,4,4681,4,400,586535,127792,21.79,458743,25008,0,4678,0,63,0,5872,1466.3,0.76
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B4,4,4681,16,400,586535,127792,21.79,458743,25020,0,4667,0,63,0,5872,1466.3,0.91
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B5,1,1170,4,400,586535,61376,10.46,525159,32670,0,1167,0,63,0,5632,1466.3,0.2
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B5,1,1170,16,400,586535,61248,10.44,525287,32686,387,1161,0,63,0,5632,1466.3,0.34
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B5,2,2340,4,400,586535,68192,11.63,518343,31074,0,2337,0,63,0,7232,1466.3,0.48
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B5,2,2340,16,400,586535,68192,11.63,518343,31086,0,2326,0,63,0,7232,1466.3,0.62
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B5,4,4681,4,400,586535,76256,13.0,510279,28229,0,4678,0,63,0,9120,1466.3,0.76
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,B5,4,4681,16,400,586535,76256,13.0,510279,28241,0,4667,0,63,0,9120,1466.3,0.9
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB,1,1170,4,400,586535,50032,8.53,536503,33379,0,1167,0,63,3932,91168,1466.3,0.18
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB,1,1170,16,400,586535,49648,8.46,536887,33410,388,1161,0,63,3932,91168,1466.3,0.32
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB,2,2340,4,400,586535,71504,12.19,515031,30867,0,2337,0,63,3932,91168,1466.3,0.46
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB,2,2340,16,400,586535,71152,12.13,515383,30901,0,2326,0,63,3932,91168,1466.3,0.6
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB,4,4681,4,400,586535,113008,19.27,473527,25932,0,4678,0,63,3932,91168,1466.3,0.75
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB,4,4681,16,400,586535,112720,19.22,473815,25962,0,4667,0,63,3932,91168,1466.3,0.89
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB-order,1,1170,4,400,586535,52128,8.89,534407,33248,0,1167,0,63,914,91168,1466.3,0.19
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB-order,1,1170,16,400,586535,51744,8.82,534791,33279,388,1161,0,63,914,91168,1466.3,0.32
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB-order,2,2340,4,400,586535,80512,13.73,506023,30304,0,2337,0,63,914,91168,1466.3,0.46
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB-order,2,2340,16,400,586535,80160,13.67,506375,30338,0,2326,0,63,914,91168,1466.3,0.6
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB-order,4,4681,4,400,586535,127792,21.79,458743,25008,0,4678,0,63,914,91168,1466.3,0.73
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB-order,4,4681,16,400,586535,127792,21.79,458743,25020,0,4667,0,63,914,91168,1466.3,0.87
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB-reuse,1,1170,4,400,586535,61376,10.46,525159,32670,0,1167,0,63,914,91168,1466.3,0.19
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB-reuse,1,1170,16,400,586535,61248,10.44,525287,32686,387,1161,0,63,914,91168,1466.3,0.32
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB-reuse,2,2340,4,400,586535,68192,11.63,518343,31074,0,2337,0,63,914,91168,1466.3,0.46
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB-reuse,2,2340,16,400,586535,68192,11.63,518343,31086,0,2326,0,63,914,91168,1466.3,0.6
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB-reuse,4,4681,4,400,586535,76256,13.0,510279,28229,0,4678,0,63,914,91168,1466.3,0.73
w_share0.25_mix-open_u20_s0,0.25,0.80/0.15/0.05,UB-reuse,4,4681,16,400,586535,76256,13.0,510279,28241,0,4667,0,63,914,91168,1466.3,0.88
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B0,1,1170,4,400,601845,0,0.0,601845,37473,0,1167,0,87,0,5312,1504.6,0.52
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B0,1,1170,16,400,601845,0,0.0,601845,37479,389,1161,0,87,0,5312,1504.6,0.66
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B0,2,2340,4,400,601845,0,0.0,601845,36303,0,2337,0,87,0,5712,1504.6,0.81
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B0,2,2340,16,400,601845,0,0.0,601845,36315,0,2326,0,87,0,5712,1504.6,0.96
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B0,4,4681,4,400,601845,0,0.0,601845,33962,0,4678,0,87,0,6528,1504.6,1.1
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B0,4,4681,16,400,601845,0,0.0,601845,33974,0,4667,0,87,0,6528,1504.6,1.26
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B1,1,1170,4,400,601845,16656,2.77,585189,36432,0,1167,0,87,0,5312,1504.6,0.2
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B1,1,1170,16,400,601845,16656,2.77,585189,36438,389,1161,0,87,0,5312,1504.6,0.35
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B1,2,2340,4,400,601845,31168,5.18,570677,34355,0,2337,0,87,0,5712,1504.6,0.49
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B1,2,2340,16,400,601845,30912,5.14,570933,34383,0,2326,0,87,0,5712,1504.6,0.64
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B1,4,4681,4,400,601845,46512,7.73,555333,31055,0,4678,0,87,0,6528,1504.6,0.79
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B1,4,4681,16,400,601845,46352,7.7,555493,31077,0,4667,0,87,0,6528,1504.6,0.94
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B2,1,1170,4,400,601845,32624,5.42,569221,35434,0,1167,0,87,0,5312,1504.6,0.2
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B2,1,1170,16,400,601845,32528,5.4,569317,35446,389,1161,0,87,0,5312,1504.6,0.35
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B2,2,2340,4,400,601845,43472,7.22,558373,33586,0,2337,0,87,0,5712,1504.6,0.5
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B2,2,2340,16,400,601845,43440,7.22,558405,33600,0,2326,0,87,0,5712,1504.6,0.65
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B2,4,4681,4,400,601845,54768,9.1,547077,30539,0,4678,0,87,0,6528,1504.6,0.81
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B2,4,4681,16,400,601845,54768,9.1,547077,30551,0,4667,0,87,0,6528,1504.6,0.96
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B3,1,1170,4,400,601845,36448,6.06,565397,35195,0,1167,0,87,0,5312,1504.6,0.21
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B3,1,1170,16,400,601845,36112,6.0,565733,35222,389,1161,0,87,0,5312,1504.6,0.36
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B3,2,2340,4,400,601845,51728,8.59,550117,33070,0,2337,0,87,0,5712,1504.6,0.51
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B3,2,2340,16,400,601845,51376,8.54,550469,33104,0,2326,0,87,0,5712,1504.6,0.66
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B3,4,4681,4,400,601845,68608,11.4,533237,29674,0,4678,0,87,0,6528,1504.6,0.81
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B3,4,4681,16,400,601845,68416,11.37,533429,29698,0,4667,0,87,0,6528,1504.6,0.96
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B4,1,1170,4,400,601845,30816,5.12,571029,35547,0,1167,0,87,0,5312,1504.6,0.23
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B4,1,1170,16,400,601845,30720,5.1,571125,35559,389,1161,0,87,0,5312,1504.6,0.38
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B4,2,2340,4,400,601845,39040,6.49,562805,33863,0,2337,0,87,0,5504,1504.6,0.53
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B4,2,2340,16,400,601845,39008,6.48,562837,33877,0,2326,0,87,0,5504,1504.6,0.69
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B4,4,4681,4,400,601845,48272,8.02,553573,30945,0,4678,0,87,0,5936,1504.6,0.84
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B4,4,4681,16,400,601845,48096,7.99,553749,30968,0,4667,0,87,0,5936,1504.6,0.99
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B5,1,1170,4,400,601845,61584,10.23,540261,33624,0,1167,0,87,0,10496,1504.6,0.22
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B5,1,1170,16,400,601845,61584,10.23,540261,33631,388,1160,0,87,0,10496,1504.6,0.37
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B5,2,2340,4,400,601845,67216,11.17,534629,32102,0,2337,0,87,0,11936,1504.6,0.52
w_share0.25_mix-restrictive_u20_s0,0.25,0.20/0.40/0.40,B5,2,2340,16,400,601845,67040,11.14,534805,32125,0,2326,0,87,0,11936,1504.6,0.68
